Commodity_Code,Commodity_Description,Country_Code,Country_Name,Market_Year,Calendar_Year,Month,Attribute_ID,Attribute_Description,Unit_ID,Unit_Description,Value
0422110,"Rice, Milled",NS,Suriname,1970,2019,02,113,TY Exports,08,(1000 MT),32.0000
0422110,"Rice, Milled",NS,Suriname,1970,2019,02,084,TY Imp. from U.S.,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1970,2019,02,081,TY Imports,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1970,2019,02,184,Yield,26,(MT/HA),3.7400
0422110,"Rice, Milled",NS,Suriname,1971,2006,07,004,Area Harvested,04,(1000 HA),40.0000
0422110,"Rice, Milled",NS,Suriname,1971,2006,07,020,Beginning Stocks,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1971,2006,07,125,Domestic Consumption,08,(1000 MT),55.0000
0422110,"Rice, Milled",NS,Suriname,1971,2006,07,176,Ending Stocks,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1971,2006,07,088,Exports,08,(1000 MT),31.0000
0422110,"Rice, Milled",NS,Suriname,1971,2006,07,057,Imports,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1971,2006,07,182,Milling Rate (.9999),08,(1000 MT),6300.0000
0422110,"Rice, Milled",NS,Suriname,1971,2006,07,028,Production,08,(1000 MT),86.0000
0422110,"Rice, Milled",NS,Suriname,1971,2006,07,054,Rough Production,08,(1000 MT),137.0000
0422110,"Rice, Milled",NS,Suriname,1971,2006,07,178,Total Distribution,08,(1000 MT),86.0000
0422110,"Rice, Milled",NS,Suriname,1971,2006,07,086,Total Supply,08,(1000 MT),86.0000
0422110,"Rice, Milled",NS,Suriname,1971,2006,07,113,TY Exports,08,(1000 MT),31.0000
0422110,"Rice, Milled",NS,Suriname,1971,2006,07,084,TY Imp. from U.S.,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1971,2006,07,081,TY Imports,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1971,2006,07,184,Yield,26,(MT/HA),3.4300
0422110,"Rice, Milled",NS,Suriname,1972,2006,07,004,Area Harvested,04,(1000 HA),37.0000
0422110,"Rice, Milled",NS,Suriname,1972,2006,07,020,Beginning Stocks,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1972,2006,07,125,Domestic Consumption,08,(1000 MT),33.0000
0422110,"Rice, Milled",NS,Suriname,1972,2006,07,176,Ending Stocks,08,(1000 MT),0.0000
0422110,"Rice, Milled",NS,Suriname,1972,2006,07,088,Exports,08,(1000 MT),44.0000
